Season,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2013,366,Alex Len,C,20,PHO,42,362,7.3,0.469,0,0.397,12.1,18.6,15.3,1.6,0.6,3.8,22.1,14.3,-0.2,0.4,0.2,0.024,-5.7,-0.2,-5.9,-0.4
2005,413,Alex Scales,SG,27,SAS,1,0,,,,,,,,,,,,,0,0,0,,-6,1.6,-4.4,0
2007,345,Alexander Johnson,PF,24,MIA,43,549,8.9,0.554,0,0.664,6.9,13.7,10.3,4,1.3,1.5,20.6,17.6,-0.1,0.4,0.2,0.019,-5.2,-1.2,-6.4,-0.6
2006,264,Alexander Johnson,PF,23,MEM,59,753,13.2,0.588,0,0.698,7.9,20.8,14.4,3.6,1.7,3.5,17.5,16.1,0.7,0.6,1.3,0.083,-2.7,0,-2.7,-0.1
2014,219,Alexey Shved,SG,26,TOT,42,767,19.5,0.541,0.415,0.448,3.3,11.7,7.3,25.7,2,0.6,10.7,26.3,1.7,0.5,2.2,0.135,3,-2.6,0.5,0.5
2013,364,Alexey Shved,SG,25,MIN,63,664,10.2,0.452,0.43,0.38,3.4,10.1,6.6,14.9,1.9,1.8,14.8,20.8,-0.4,0.7,0.2,0.017,-2.7,-0.4,-3.1,-0.2
2012,312,Alexey Shved,SG,24,MIN,77,1840,11,0.474,0.454,0.236,2.5,8.6,5.4,25.2,1.5,1.1,17.3,20.6,-0.6,1.4,0.8,0.02,-1,-1.1,-2.1,-0.1
2014,161,Alexis Ajinca,C,26,NOP,68,957,19.9,0.595,0,0.301,12.4,25,18.7,8.2,1.2,4,15.6,21.1,1.9,1.2,3.2,0.159,-0.5,0.6,0.2,0.5
2013,219,Alexis Ajinca,C,25,NOP,56,951,14.6,0.589,0.004,0.269,11.3,22.7,16.9,6.6,1.3,4.1,18.4,16.3,1.2,0.9,2.1,0.104,-1.5,0.8,-0.7,0.3
2010,335,Alexis Ajinca,C,22,TOT,34,340,12.2,0.507,0.256,0.135,5.9,21.5,13.6,4.8,1.7,4.2,11.3,21.1,0,0.4,0.4,0.052,-3.1,-0.3,-3.4,-0.1
2009,382,Alexis Ajinca,C,21,CHA,6,30,6.3,0.479,0,0.1,4.1,11.8,8,0,1.8,2.7,16.1,19.3,-0.1,0,0,-0.013,-8.5,-2,-10.4,-0.1
2008,402,Alexis Ajinca,PF,20,CHA,31,182,7,0.43,0.029,0.406,6.2,14.2,10.2,2.8,2.1,2.7,12.9,24.2,-0.3,0.3,-0.1,-0.018,-8.1,-1.2,-9.3,-0.3
2014,155,Al-Farouq Aminu,SF,24,DAL,74,1366,14.4,0.504,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2,3.3,0.115,-0.5,2.9,2.4,1.5
2013,157,Al-Farouq Aminu,SF,23,NOP,80,2045,13.2,0.516,0.097,0.277,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,1.3,1.8,3.1,0.072,-1.4,1,-0.3,0.9
2012,162,Al-Farouq Aminu,SF,22,NOH,76,2066,13.7,0.519,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,0.7,2.4,3.1,0.073,-2,2.4,0.4,1.3
2011,231,Al-Farouq Aminu,SF,21,NOH,66,1477,10.6,0.481,0.129,0.312,7.8,16.9,12.4,7.2,2.2,1.9,18,16.2,-0.4,1.8,1.4,0.044,-3,1.6,-1.3,0.2
2010,302,Al-Farouq Aminu,SF,20,LAC,81,1452,9.6,0.499,0.352,0.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,-0.8,1.4,0.7,0.022,-3.1,0.1,-3,-0.4
2004,300,Allan Houston,SG,33,NYK,20,532,12.5,0.529,0.39,0.21,0.9,4.2,2.5,13.4,0.8,0.3,8.6,21,0.7,0,0.7,0.064,0.5,-4,-3.5,-0.2
2003,152,Allan Houston,SG,32,NYK,50,1799,14.8,0.539,0.259,0.22,1.3,6.4,3.9,10.3,1.1,0.1,10.6,24.7,2.5,0.6,3.1,0.083,1.3,-2.7,-1.4,0.3
2002,48,Allan Houston,SG,31,NYK,82,3108,17.7,0.563,0.307,0.27,1,7.9,4.4,13.2,0.9,0.2,9.8,27,6.6,0.6,7.2,0.111,3.2,-3.1,0.2,1.7
2001,104,Allan Houston,SG,30,NYK,77,2914,15.2,0.54,0.266,0.261,1.5,8.6,5,12.6,1,0.3,10.5,25.9,3.6,1.1,4.7,0.077,1.5,-2.1,-0.7,1
2000,49,Allan Houston,SG,29,NYK,78,2858,16.1,0.543,0.209,0.254,0.9,10.8,6,12,1,0.3,10.7,25.7,4.1,3.5,7.5,0.126,1.2,-0.9,0.3,1.6
2006,320,Allan Ray,SG,22,BOS,47,710,10,0.512,0.448,0.212,3,8.8,5.8,10.5,1.5,0.3,12.9,20.8,0.1,0.5,0.6,0.039,-1,-2.5,-3.5,-0.3
2014,283,Allen Crabbe,SG,22,POR,51,683,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.088,-1.3,1,-0.3,0.3
2013,392,Allen Crabbe,SG,21,POR,15,100,7.7,0.475,0.424,0.121,1.1,8.5,4.8,8.7,1,0.7,7.9,16.5,0,0.1,0.1,0.037,-2.7,-2.1,-4.7,-0.1
2009,310,Allen Iverson,SG-PG,34,TOT,28,865,13.4,0.515,0.079,0.415,2.1,8.7,5.4,21,1.2,0.2,14.6,23,0.5,0.2,0.7,0.037,-1.4,-2.8,-4.2,-0.5
2008,177,Allen Iverson,PG-SG,33,TOT,57,2093,15.8,0.504,0.119,0.416,1.7,8.2,4.9,23.1,2.3,0.2,12.9,25.7,0.9,1.9,2.9,0.066,0,-0.7,-0.7,0.7
2007,10,Allen Iverson,SG,32,DEN,82,3424,20.9,0.567,0.177,0.512,1.5,6.1,3.8,27.4,2.2,0.2,11.4,26.7,8.9,2.8,11.6,0.163,3.5,-1.9,1.6,3.1
2006,63,Allen Iverson,SG-PG,31,TOT,65,2761,19.6,0.54,0.15,0.465,1,6.9,4,29.6,2.2,0.3,14.5,29.3,4,2.2,6.2,0.108,2.2,-1.5,0.8,1.9
2005,16,Allen Iverson,PG,30,PHI,72,3103,25.9,0.543,0.122,0.455,1.7,7.1,4.4,34.9,2.3,0.2,10.2,35.8,8.8,1.8,10.6,0.165,6,-2.5,3.5,4.3
2004,22,Allen Iverson,PG,29,PHI,75,3174,23.2,0.532,0.186,0.432,1.8,8.9,5.3,37.6,2.9,0.2,13.7,35,5.3,3.7,9,0.136,4.8,-0.5,4.3,5
2003,166,Allen Iverson,SG,28,PHI,48,2040,19.3,0.478,0.177,0.404,2,8.2,5.1,34.4,3.1,0.2,13.6,35.3,0.5,2.3,2.8,0.066,3.1,-0.6,2.5,2.3
2002,23,Allen Iverson,SG,27,PHI,82,3485,21.2,0.5,0.156,0.379,2.3,9.5,5.8,25.1,3.4,0.3,11.2,32.9,5,4.2,9.2,0.127,3.1,-0.3,2.8,4.2
2001,48,Allen Iverson,SG,26,PHI,60,2622,21.9,0.489,0.161,0.351,1.9,9.6,5.8,27.6,3.5,0.4,11,37.8,2.6,4.3,6.9,0.126,3.7,0.2,3.8,3.9
2000,11,Allen Iverson,SG,25,PHI,71,2979,24,0.518,0.169,0.397,1.9,8.3,5.2,23,3.2,0.5,10,35.9,7.3,4.5,11.8,0.19,5,-0.1,4.8,5.1
2014,296,Alonzo Gee,SF,27,TOT,54,662,13,0.548,0.188,0.414,5.9,9.5,7.7,5.8,2.7,0.8,13,16.7,0.6,0.6,1.2,0.086,-1.3,0.3,-1,0.2
2013,298,Alonzo Gee,SF,26,CLE,65,1020,8.6,0.491,0.246,0.258,3.8,12.8,8.2,6.9,2,1.2,14.3,13.4,-0.1,1,0.9,0.041,-3.3,0.7,-2.6,-0.2
2012,227,Alonzo Gee,SF,25,CLE,82,2541,10.5,0.505,0.294,0.276,3.3,11.7,7.3,8.2,2.2,0.9,13.7,16.9,0.5,1.5,1.9,0.036,-1.4,-0.1,-1.5,0.3
2011,163,Alonzo Gee,SG,24,CLE,63,1827,13.2,0.516,0.249,0.385,6.1,14.3,10,10.6,2.4,0.7,15,18.7,1.2,1.2,2.4,0.063,-0.5,0.1,-0.5,0.7
2010,282,Alonzo Gee,SG,23,TOT,56,1118,10.8,0.544,0.193,0.348,6.2,12.7,9.3,5.4,1.8,1.2,15.3,14.5,0.5,0.6,1,0.045,-2.2,-0.1,-2.3,-0.1
2009,339,Alonzo Gee,SG,22,WAS,11,182,16.2,0.564,0.153,0.492,9.3,11.6,10.4,6.4,2,0.4,12.2,20.4,0.3,0.1,0.4,0.108,0.2,-1.6,-1.4,0
2001,41,Alonzo Mourning,C,31,MIA,75,2455,18.9,0.558,0.003,0.498,8.7,21.3,15,6.8,0.6,5.8,14.7,24.1,2.6,4.8,7.4,0.145,-1.3,2.5,1.1,1.9
2000,269,Alonzo Mourning,C,30,MIA,13,306,24.6,0.536,0.007,0.39,13.6,25.6,19.6,8.9,0.7,7.8,14.5,30.6,0.2,0.7,0.9,0.148,-1.9,2.4,0.5,0.2
2007,275,Alonzo Mourning,C,37,MIA,25,389,16.2,0.58,0,0.8,10.3,18.5,14.3,3.1,0.5,8.6,16.3,18.7,0.3,0.5,0.8,0.098,-4.2,1.7,-2.5,0
2006,147,Alonzo Mourning,C,36,MIA,77,1572,16.7,0.59,0,0.725,9.7,16.4,13.1,2,0.4,9,18.7,20.8,1,2.5,3.5,0.107,-3.9,2,-2,0
2005,91,Alonzo Mourning,C,35,MIA,65,1302,19.4,0.615,0.003,0.711,11.8,20.3,16.2,1.4,0.5,10.2,16,17.5,2.1,2.6,4.8,0.176,-2.3,3,0.7,0.9
2004,269,Alonzo Mourning,C-PF,34,TOT,37,702,15.4,0.515,0,0.665,9,24.5,16.8,4.6,0.6,8.3,17.2,22.1,-0.3,1.5,1.2,0.08,-5.9,2.5,-3.4,-0.2
2003,313,Alonzo Mourning,C,33,NJN,12,215,13.3,0.558,0,0.479,4.4,10.4,7.4,6.6,0.5,2.2,10.4,20.9,0.4,0.3,0.6,0.14,-2.7,-1.6,-4.4,-0.1
2003,358,Alton Ford,PF,22,HOU,9,41,12.4,0.55,0,0.545,9.1,21.9,15.8,13.5,0,1.9,18,19.4,0,0.1,0.1,0.117,-3,-0.3,-3.2,0
2002,384,Alton Ford,PF,21,PHO,11,31,-2.2,0.339,0,0.333,0,22.1,10.9,4.9,0,0,16.2,17.8,-0.1,0,-0.1,-0.113,-11,-2.6,-13.6,-0.1
2001,275,Alton Ford,PF,20,PHO,53,452,10,0.573,0,0.483,7.9,19,13.4,2.4,0.7,1.1,18.3,17.3,0.3,0.5,0.8,0.083,-4.3,-2.1,-6.4,-0.5
2001,364,Alvin Jones,C,23,PHI,23,126,6.2,0.451,0,1,11.8,20.5,16.2,3.7,1.3,5.4,27.6,14.5,-0.2,0.3,0.1,0.034,-6.9,2.4,-4.5,-0.1
2006,434,Alvin Williams,PG,32,LAC,2,10,6.6,0.266,0.5,2,12.1,0,6,41.1,10.6,0,44.4,31.2,-0.1,0,-0.1,-0.309,-8.9,3.7,-5.1,0
2005,434,Alvin Williams,PG,31,TOR,1,10,-4.7,0.129,0.667,0.667,0,38.3,18.3,0,0,0,0,17.9,-0.1,0,-0.1,-0.278,-14.9,-8.5,-23.4,-0.1
2003,200,Alvin Williams,SG,29,TOR,56,1730,11.4,0.463,0.179,0.171,1.2,8.8,5,23.6,1.8,0.4,12.8,17.1,0.3,1.8,2.1,0.058,-2.1,-0.3,-2.4,-0.2
2002,78,Alvin Williams,PG,28,TOR,78,2638,16.7,0.508,0.161,0.264,2.3,8.6,5.3,27.7,2.2,0.6,11.2,19.7,4.4,1.2,5.5,0.101,1.5,-1.4,0.1,1.4
2001,89,Alvin Williams,PG,27,TOR,82,2927,13.8,0.47,0.199,0.144,2.2,9,5.5,26.6,2.5,0.7,12.7,18.4,2.2,3.1,5.2,0.086,0.1,0.1,0.2,1.7
2000,89,Alvin Williams,SG,26,TOR,82,2394,15.2,0.483,0.141,0.189,2.3,7.8,5,27.2,2.7,0.8,11,17.4,3.3,2.1,5.4,0.109,0.9,-0.3,0.6,1.6
2003,312,Amal McCaskill,C,30,PHI,59,636,7.3,0.438,0.009,0.231,9,15.6,12.3,5.2,1,2.5,16.2,11.4,-0.1,0.7,0.6,0.047,-4.5,0.9,-3.6,-0.3
2002,370,Amal McCaskill,C,29,ATL,11,70,7.3,0.293,0,0.235,11.9,23.5,17.9,10.8,2.3,1,9.6,13.6,-0.1,0.1,0,0.015,-5.1,0.6,-4.5,0
2001,385,Amal McCaskill,C,28,SAS,27,153,10.2,0.43,0,0.531,12.4,14.5,13.5,4.3,2.1,4.6,18.8,22.6,-0.3,0.3,0,0.01,-6.2,1.4,-4.8,-0.1
2014,141,Amar'e Stoudemire,PF,32,TOT,59,1245,20.3,0.595,0.008,0.38,9.9,20.5,15.1,6.8,1.2,2.5,12,23.8,2.6,1,3.6,0.138,-0.2,-1.3,-1.4,0.2
2013,131,Amar'e Stoudemire,C,31,NYK,65,1466,18.8,0.596,0,0.364,8.7,17.2,12.8,4.2,0.8,2.2,12.3,23.4,2.9,0.9,3.8,0.124,-0.8,-2.3,-3.1,-0.4
2012,183,Amar'e Stoudemire,PF,30,NYK,29,682,22.1,0.637,0,0.487,10,15.1,12.4,3.6,0.8,2.7,13.4,25.7,2.1,0.6,2.7,0.191,0.6,-2,-1.4,0.1
2011,89,Amar'e Stoudemire,PF,29,NYK,47,1543,17.7,0.541,0.032,0.372,7.9,19.8,13.7,6.3,1.3,2.3,12.8,25.4,1.8,2.3,4.1,0.128,-1.5,0.1,-1.4,0.2
2010,29,Amar'e Stoudemire,C,28,NYK,78,2870,22.7,0.565,0.016,0.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,5.4,2.6,8,0.134,0.8,-0.1,0.7,1.9
2009,11,Amar'e Stoudemire,PF,27,PHO,82,2838,22.6,0.615,0.005,0.5,9.7,18.9,14.5,4.8,0.9,2.1,12.1,27.3,8.2,2.5,10.7,0.181,1.6,-1.3,0.3,1.6
2008,62,Amar'e Stoudemire,PF,26,PHO,53,1948,20.3,0.617,0.009,0.517,7.2,18.1,12.9,8.3,1.3,2.1,14,24.2,4.6,1.4,6.1,0.149,1.3,-0.3,1,1.5
2007,3,Amar'e Stoudemire,C,25,PHO,79,2677,27.6,0.656,0.026,0.571,8.2,21.1,15.2,7.5,1.2,4,10.3,28.2,10.9,3.8,14.6,0.262,3.5,0.4,3.9,4
2006,10,Amar'e Stoudemire,C,24,PHO,82,2689,23.1,0.637,0.003,0.555,10.1,23.3,17,5,1.5,2.9,15,25.8,7.2,4,11.2,0.201,0.9,0.7,1.6,2.4
2005,389,Amar'e Stoudemire,C,23,PHO,3,50,17.8,0.42,0.037,0.333,13.6,21.7,17.8,5.9,1,4.2,3.1,28.7,0,0.1,0.1,0.085,-4.8,-1.8,-6.6,-0.1
2004,3,Amar'e Stoudemire,C,22,PHO,80,2889,26.6,0.617,0.012,0.595,8.5,17.4,13.2,7.7,1.3,3,10.1,28.3,11.3,3.3,14.6,0.243,3.4,0,3.4,3.9
2003,110,Amar'e Stoudemire,PF,21,PHO,55,2025,19.8,0.536,0.006,0.503,8.8,19.2,14,7,1.6,3.3,14.4,27.5,2.4,2,4.4,0.105,-0.8,-0.2,-1,0.5
2002,65,Amar'e Stoudemire,PF,20,PHO,82,2570,16.2,0.53,0.012,0.583,10.9,20.9,15.9,5,1.3,2.5,15.3,21.5,2.6,3.6,6.2,0.116,-1.6,0.4,-1.1,0.6
2014,76,Amir Johnson,PF,27,TOR,75,1979,15.4,0.603,0.089,0.249,9.3,17.3,13.3,9.4,1.1,2.4,16,15.7,3.5,1.6,5.1,0.124,0.8,1,1.8,1.9
2013,52,Amir Johnson,PF,26,TOR,77,2214,15.4,0.592,0.108,0.234,9,17.6,13.3,8.7,1.3,3.2,15.4,16.4,3.2,3.1,6.3,0.136,0.2,2.4,2.6,2.6
2012,34,Amir Johnson,PF,25,TOR,81,2325,17.3,0.591,0.021,0.309,11.4,20,15.6,8.7,1.8,3.8,14.5,16.1,4.4,2.9,7.3,0.151,0.7,2.8,3.5,3.2
2011,94,Amir Johnson,PF,24,TOR,64,1553,14.4,0.6,0.015,0.247,11.4,19.4,15.4,8.7,1.1,3.6,20,14.3,1.9,2,4,0.122,-0.5,2.7,2.2,1.6
2010,78,Amir Johnson,PF,23,TOR,72,1853,17.6,0.608,0.002,0.323,11.8,17.8,14.7,6.8,1.5,3.6,10.9,15.3,4.4,1.2,5.6,0.146,1.5,1.1,2.7,2.2
2009,110,Amir Johnson,PF,22,TOR,82,1453,16.7,0.639,0.012,0.446,12.9,19.1,16.1,5,1.6,3.5,13.6,14.5,3.4,1.1,4.5,0.15,1.4,0.8,2.1,1.5
2008,184,Amir Johnson,PF,21,DET,62,911,13.5,0.608,0,0.215,13.1,17.2,15.1,3.4,1.2,5.1,15.6,11.1,1.4,1.3,2.7,0.142,-1.3,2.5,1.1,0.7
2007,170,Amir Johnson,PF,20,DET,62,764,17.5,0.584,0,0.333,13.5,23.2,18.4,5.9,1.7,8.5,17.1,14.1,1.1,1.9,3,0.19,-1.4,5.7,4.3,1.2
2006,326,Amir Johnson,PF,19,DET,8,124,20.6,0.6,0.091,0.424,14.4,21.1,17.7,4.1,2.2,8.1,18.7,18.5,0.2,0.3,0.5,0.183,-1.2,3.9,2.7,0.1
2005,354,Amir Johnson,SF,18,DET,3,39,20.3,0.85,0.3,0.4,9,3.1,6.1,13.4,0,3.7,25.4,19.2,0.1,0,0.2,0.208,3.8,-1.4,2.5,0
2014,240,Anderson Varejao,C,32,CLE,26,636,17.7,0.58,0.01,0.225,10.4,20.1,15.3,9.1,1.6,2,13.7,18.1,1.2,0.7,1.9,0.145,0,1,0.9,0.5
2013,75,Anderson Varejao,C,31,CLE,65,1800,17,0.527,0.015,0.294,11.4,28.2,19.6,12.2,2,1.8,12.2,14.6,2.7,2.7,5.4,0.144,-0.4,3,2.7,2.1
2012,155,Anderson Varejao,C,30,CLE,25,901,21.7,0.529,0.017,0.353,16.9,30.1,23.2,15.4,2.1,1.3,11.6,18.7,2.2,1.1,3.3,0.173,2.4,2.2,4.6,1.5
2011,187,Anderson Varejao,C,29,CLE,25,785,18.9,0.542,0.018,0.288,15.2,26.8,20.8,9.7,2.3,1.6,15.2,16.9,1.2,0.9,2.1,0.131,0.4,1.7,2.1,0.8
2010,206,Anderson Varejao,C,28,CLE,31,994,15.2,0.56,0.009,0.375,11,24.1,17.4,7.4,1.4,2.9,13.7,13.3,1.3,0.9,2.2,0.105,-1.2,2.1,0.8,0.7
2009,29,Anderson Varejao,PF,27,CLE,76,2166,15.8,0.598,0.011,0.375,10.9,20.4,15.9,6.1,1.7,2.4,11,13.1,4.3,3.8,8.1,0.179,0.4,2.6,3,2.7
2008,32,Anderson Varejao,PF,26,CLE,81,2306,14.6,0.565,0.004,0.496,8.9,20.6,15,5.4,1.8,2.3,11.5,14.2,3.3,4.7,8,0.166,-1.2,2.8,1.6,2.1
2007,194,Anderson Varejao,C,25,CLE,48,1320,12,0.485,0.007,0.278,11.2,23.6,17.2,6.3,1.5,1.6,15.1,13.4,0.5,1.9,2.4,0.086,-3.2,1.6,-1.6,0.1
2006,53,Anderson Varejao,C,24,CLE,81,1932,14.4,0.527,0.022,0.668,11.2,21.8,16.4,6,2.1,2.1,11.4,13.7,2.6,4,6.6,0.164,-1.3,3,1.7,1.8
2005,205,Anderson Varejao,C,23,CLE,48,760,14.8,0.541,0.007,0.793,11.9,24.8,18.3,4,2.2,1.9,11.8,14,1.1,1.3,2.3,0.146,-1.9,1.2,-0.6,0.3
2004,170,Anderson Varejao,PF,22,CLE,54,863,17,0.534,0.01,0.658,14.6,20.7,17.6,4.9,2.5,3.3,9.5,14.4,1.5,1.4,3,0.164,-0.5,1.6,1.1,0.7
2013,132,Andray Blatche,PF,27,BRK,73,1618,18.8,0.532,0.08,0.328,8.9,19.9,14.4,12.8,2.4,2,12.5,25.6,1.6,2.1,3.7,0.109,-0.6,0.7,0.1,0.8
2012,95,Andray Blatche,C,26,BRK,82,1555,21.9,0.547,0.033,0.32,12.2,19.6,15.8,10.5,3,2.7,13.8,26.5,2.4,2.5,4.9,0.153,0.7,1.6,2.3,1.7
2011,437,Andray Blatche,PF,25,WAS,26,626,10.6,0.415,0.029,0.2,7.5,19.6,13.5,7.3,1.7,2.1,12.2,21.7,-0.8,0.6,-0.1,-0.011,-4.8,-0.3,-5.1,-0.5
2010,194,Andray Blatche,PF,24,WAS,64,2172,16.9,0.497,0.019,0.296,9.3,18.7,13.8,11.7,2.3,1.8,13.7,25.5,0.3,2.1,2.4,0.053,-1,0.6,-0.5,0.8
2009,152,Andray Blatche,PF,23,WAS,81,2256,17.6,0.519,0.044,0.234,7.9,18.2,13,13.8,2,2.4,14.2,25.8,0.8,2.6,3.4,0.073,-0.6,1.2,0.6,1.5
2008,251,Andray Blatche,C,22,WAS,71,1703,15,0.508,0.033,0.257,8.5,17.9,13,11.8,1.6,3.5,14.3,21.9,0.2,1.2,1.4,0.039,-1.9,0.4,-1.5,0.2
2007,165,Andray Blatche,PF,21,WAS,82,1675,15.5,0.512,0.024,0.287,11.2,18.8,14.9,9.2,1.7,5.7,15.6,19.7,0.8,2.1,3,0.085,-1.9,2.4,0.5,1
2006,322,Andray Blatche,PF,20,WAS,56,682,12.1,0.471,0.137,0.249,12.6,19.8,16.1,8.8,1.3,3.6,18.3,17.2,-0.1,0.5,0.5,0.033,-2.8,0.4,-2.4,-0.1
2005,370,Andray Blatche,PF,19,WAS,29,175,10.1,0.45,0.194,0.179,7.7,17.8,12.6,9.5,1.5,3.1,14.2,21.5,-0.1,0.2,0.1,0.026,-4,-0.4,-4.4,-0.1
2007,384,Andre Barrett,PG,25,LAC,4,25,12.5,0.51,0.6,0.4,0,4.7,2.3,44.3,0,0,14.5,12.7,0,0,0,0.078,-2.1,-8.4,-10.5,-0.1
2006,388,Andre Barrett,PG,24,CHI,6,29,8.2,0.5,0,0,4,15.6,9.8,38.2,0,0,33.3,18.4,0,0,0,0.014,-5.6,-1.6,-7.1,0
2005,422,Andre Barrett,PG,23,TOT,19,282,11.3,0.398,0.135,0.115,3.7,7.1,5.4,29.5,1.9,0,12.1,20.3,-0.1,0,-0.1,-0.019,-2.5,-3.2,-5.7,-0.3
2004,325,Andre Barrett,PG,22,TOT,38,483,8.6,0.446,0.419,0.153,2.7,6.7,4.7,22.3,2.1,0.1,16.9,15,-0.1,0.5,0.4,0.041,-2.4,-1.1,-3.5,-0.2
2008,404,Andre Brown,PF,27,CHA,4,41,-1.5,0.254,0,0.286,21.3,15,18.1,3.5,1.3,0,38.8,14.8,-0.2,0,-0.1,-0.122,-8.9,-0.4,-9.3,-0.1
2007,308,Andre Brown,PF,26,MEM,33,286,13.5,0.502,0,0.628,14.4,21.8,18,4.4,1.2,1,12.3,17.7,0.2,0.2,0.4,0.068,-3.1,-2,-5.1,-0.2
2006,390,Andre Brown,PF,25,SEA,38,271,11.1,0.577,0.014,0.203,11.4,21.4,16.4,1.2,1.2,1.1,26.5,18.4,-0.2,0.2,0,-0.002,-5.4,-3.1,-8.5,-0.4
2014,456,Andre Dawkins,SG,23,MIA,4,22,-5,0.25,1,0,0,10.7,5.5,6.6,0,0,14.3,15,-0.1,0,-0.1,-0.172,-7.5,-3.9,-11.5,-0.1
2014,30,Andre Drummond,C,21,DET,82,2502,21.4,0.504,0.002,0.38,18.3,30.1,24,3.9,1.5,4.8,9.7,22,3.4,4.3,7.7,0.147,-1.2,1.1,-0.2,1.2
2013,16,Andre Drummond,C,20,DET,81,2619,22.6,0.599,0.003,0.427,17.5,27.7,22.3,2.2,2,4,10.7,16.7,6.4,3.5,9.9,0.182,1.1,0.5,1.6,2.4
2012,106,Andre Drummond,C,19,DET,60,1243,21.6,0.578,0.006,0.465,15.4,27.2,21.2,4.1,2.5,6.1,12.2,17.2,2.2,2.3,4.5,0.172,-0.3,2.6,2.4,1.4
2011,391,Andre Emmett,SF,29,NJN,6,45,13.3,0.618,0.143,1.143,5,10.6,7.7,3.6,2.4,1.7,16,12.7,0.1,0,0.1,0.089,-2.3,-0.7,-2.9,0
2004,401,Andre Emmett,SG,22,MEM,8,28,0.9,0.427,0,0.833,0,8.5,4.3,0,0,0,10.9,15.5,0,0,0,-0.038,-8.8,-4.1,-12.9,-0.1
2014,75,Andre Iguodala,SG,31,GSW,77,2069,12.3,0.553,0.427,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,2.3,2.8,5.1,0.117,0.1,1.5,1.6,1.9
2013,66,Andre Iguodala,SF,30,GSW,63,2040,13.7,0.57,0.382,0.288,2.9,12.6,7.8,18.2,2.3,0.7,16.2,13.3,2.7,3.1,5.8,0.135,0.5,2.5,3,2.6
2012,73,Andre Iguodala,SG,29,DEN,80,2779,15.2,0.52,0.327,0.307,3.4,13.5,8.5,22.4,2.5,1.5,17.1,18.8,2.4,3.2,5.6,0.097,1.4,1.8,3.2,3.7
2011,21,Andre Iguodala,SF,28,PHI,62,2209,17.6,0.537,0.305,0.31,2.8,16.4,9.6,23.7,2.6,1,13.8,17.7,3.1,4.2,7.3,0.158,1.7,2.7,4.4,3.6
2010,47,Andre Iguodala,SF,27,PHI,67,2469,17.2,0.53,0.238,0.395,2.8,15.2,9,26.4,2.1,1.2,13.4,19.2,3.3,3.5,6.7,0.13,1.5,1.8,3.2,3.2
2009,49,Andre Iguodala,SF,26,PHI,82,3193,17.8,0.535,0.271,0.384,3,16.8,9.8,23.7,2.3,1.4,14.3,21.8,4,2.8,6.7,0.101,1.9,0.8,2.7,3.8
2008,21,Andre Iguodala,SF,25,PHI,82,3269,18.4,0.56,0.228,0.454,3.3,14,8.6,22.4,2.1,0.9,13.9,22.3,5.6,3.5,9.2,0.134,2.8,1,3.8,4.8
2007,22,Andre Iguodala,SF,24,PHI,82,3242,19,0.543,0.24,0.396,3.1,13.4,8.2,20.3,2.8,1.2,12.5,23.8,5.3,4.4,9.6,0.143,2.9,1.5,4.3,5.2
2006,35,Andre Iguodala,SG,23,PHI,76,3062,18.1,0.562,0.156,0.556,3,14,8.5,23.8,2.6,0.8,17.5,22.6,4.1,3.6,7.7,0.12,1.9,1.4,3.4,4.1
2005,47,Andre Iguodala,SF,22,PHI,82,3086,14.8,0.598,0.23,0.507,4.4,13.8,9.1,12.9,2.3,0.5,15.4,14.7,4.9,2.6,7.5,0.116,1.2,0.9,2.1,3.2
2004,56,Andre Iguodala,SG,21,PHI,82,2686,13.5,0.58,0.26,0.385,3.7,15.9,9.7,14.3,2.6,1.4,17.9,12.8,2.7,4,6.6,0.118,-0.6,2.9,2.3,2.9
2014,218,Andre Miller,PG,38,TOT,81,1253,13.3,0.548,0.117,0.266,3.4,10.2,6.9,34.5,1.3,0.4,24.3,15.3,1.4,0.8,2.2,0.084,-1.2,-1.8,-3,-0.3
2013,214,Andre Miller,SG,37,TOT,58,982,13.9,0.534,0.091,0.333,3.1,11.7,7.4,29.2,1.7,0.7,18.7,14.5,1.4,0.8,2.2,0.108,-1.3,-0.4,-1.8,0.1
2012,85,Andre Miller,PG,36,DEN,82,2151,15.7,0.548,0.101,0.307,3.2,9.1,6.2,32.2,1.7,0.4,19.3,17.9,3.9,1.5,5.4,0.12,0.9,-1,-0.1,1
2011,142,Andre Miller,SG,35,DEN,66,1809,14.8,0.51,0.15,0.306,3.5,10.5,7.1,36.5,1.8,0.4,22,19.8,1.9,1,2.9,0.078,0.2,-1,-0.8,0.6
