Season,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2003,296,Predrag Drobnjak,C,28,LAC,61,949,12.6,0.458,0.095,0.227,6.4,17.2,11.8,7.4,1.2,1.8,10.3,21.7,0.3,0.4,0.7,0.034,-3,-2.4,-5.4,-0.8
2002,188,Predrag Drobnjak,C,27,SEA,82,1984,12.5,0.459,0.108,0.146,6.5,12.6,9.5,7.7,1.3,1.5,7.2,21.4,0.8,1.6,2.4,0.057,-2.3,-1,-3.3,-0.6
2001,231,Predrag Drobnjak,C,26,SEA,64,1174,12.7,0.49,0.005,0.176,7.7,14.2,11,6.9,0.9,2,10.3,19.7,0.8,0.8,1.6,0.065,-2.7,-1.2,-4,-0.6
2002,405,Predrag Savovic,SG,26,DEN,27,256,6,0.392,0.28,0.312,3.9,7.6,5.7,15.1,2.9,0.3,16.6,22,-0.5,0.3,-0.2,-0.04,-5.1,-1.1,-6.1,-0.3
2009,388,Primoz Brezec,C,30,TOT,21,95,4.9,0.332,0,0.231,14.2,16.3,15.2,1.6,0.6,2.5,6.5,14.6,-0.1,0.1,0,-0.007,-7.2,-2.4,-9.5,-0.2
2007,337,Primoz Brezec,C,28,TOT,50,475,5.4,0.502,0,0.426,7.3,12.6,10,3.5,0.3,1.2,17.7,13.3,-0.1,0.3,0.2,0.017,-5,-1.3,-6.3,-0.5
2006,304,Primoz Brezec,C,27,CHA,58,838,9.7,0.474,0.011,0.248,11,15.2,13,4.6,0.7,2.1,11.1,18.5,0,0.6,0.7,0.038,-3.7,-1.3,-5.1,-0.6
2005,94,Primoz Brezec,C,26,CHA,79,2165,15.3,0.552,0.003,0.283,9.1,14.8,11.8,3.7,0.5,1.1,8.7,20,3.4,1.2,4.6,0.102,-0.9,-2,-2.9,-0.5
2004,92,Primoz Brezec,C,25,CHA,72,2276,16.1,0.55,0,0.291,10.8,16.2,13.3,6.6,0.8,1.8,11.1,18.7,3.5,1.4,4.9,0.104,0.2,-0.2,0.1,1.2
2003,356,Primoz Brezec,C,24,IND,18,72,9.7,0.489,0,0.231,8.1,16.6,12.3,7.9,0,3.2,17.3,22.7,0,0.1,0.1,0.04,-5.4,-0.8,-6.1,-0.1
2002,339,Primoz Brezec,C,23,IND,22,111,10.9,0.449,0.026,0.526,13.5,9.9,11.6,6,0.9,2.6,13,21.9,0,0.1,0.1,0.047,-3.7,-1.6,-5.3,-0.1
2001,326,Primoz Brezec,C,22,IND,22,160,9.8,0.538,0,0.862,11.6,8.3,9.9,5.8,0,3.1,13,13,0.2,0.1,0.3,0.096,-1.9,-0.6,-2.5,0
2012,439,Quentin Richardson,SF,32,NYK,1,29,0.7,0.21,0.364,0.182,19.5,20.9,20.2,4.8,0,0,14.4,22.4,-0.1,0,-0.1,-0.181,-9,-4.2,-13.2,-0.1
2011,249,Quentin Richardson,SF,31,ORL,48,866,8.7,0.511,0.614,0.152,2,14.6,8.2,7,1.7,0.5,12.1,13,0.4,0.9,1.3,0.07,-1.6,0.4,-1.2,0.2
2010,267,Quentin Richardson,SF,30,ORL,57,955,8.1,0.454,0.573,0.173,4.9,16.6,10.9,6.1,1.4,0.4,10.7,14.9,-0.2,1.5,1.3,0.067,-2.4,0.8,-1.6,0.1
2009,75,Quentin Richardson,SF,29,MIA,76,2082,12.9,0.572,0.638,0.127,3.6,17.4,10.6,7,1.8,0.7,9.5,14.8,2.7,3.1,5.8,0.133,1.1,0.9,2,2.1
2008,216,Quentin Richardson,SG,28,NYK,72,1894,11.6,0.51,0.493,0.175,4,14.8,9.2,9.4,1.2,0.3,9.3,18.2,1,1.1,2.1,0.054,-0.5,-1,-1.5,0.2
2007,335,Quentin Richardson,SF,27,NYK,65,1841,8.5,0.444,0.386,0.159,3.4,16.5,9.7,9.9,1.3,0.6,10.4,16.1,-0.6,0.9,0.3,0.008,-2.4,-0.3,-2.7,-0.3
2006,148,Quentin Richardson,SF,26,NYK,49,1621,14.3,0.532,0.473,0.22,4.8,20.8,12.9,11.4,1.2,0.3,10.5,18.7,2.2,1.3,3.5,0.104,1.3,-0.4,0.9,1.2
2005,293,Quentin Richardson,SF,25,NYK,55,1442,9.6,0.452,0.41,0.198,5.4,14.1,9.7,10.3,1.4,0.3,10.1,17.4,0.2,0.5,0.7,0.023,-0.5,-1.1,-1.6,0.2
2004,67,Quentin Richardson,SG,24,PHO,79,2839,13.6,0.522,0.604,0.176,3.6,13.9,9,7.9,1.7,0.6,8.3,18.9,3.3,2.5,5.8,0.098,2,-0.1,1.9,2.8
2003,185,Quentin Richardson,SG,23,LAC,65,2338,15.1,0.484,0.319,0.191,7.1,13.2,10.1,11.2,1.5,0.6,10.9,24.6,2,0.4,2.4,0.05,1.5,-2.3,-0.8,0.7
2002,259,Quentin Richardson,SG,22,LAC,59,1368,12.5,0.46,0.363,0.227,8.2,15.1,11.6,6.7,1.3,0.5,9.6,22,0.3,0.7,1,0.036,-0.8,-2.7,-3.5,-0.5
2001,78,Quentin Richardson,SG,21,LAC,81,2152,17.4,0.534,0.377,0.202,6,11.5,8.8,10.5,1.9,0.7,9.2,23.3,4,1.6,5.6,0.125,2.9,-1.6,1.4,1.8
2000,148,Quentin Richardson,SG,20,LAC,76,1358,16.5,0.516,0.288,0.301,9.1,12.5,10.8,8.3,1.7,0.4,9.7,22.4,2.1,1,3,0.106,1.6,-1.9,-0.3,0.6
2014,245,Quincy Acy,PF,24,NYK,68,1287,11.9,0.533,0.181,0.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,1,0.7,1.7,0.063,-2.3,-0.8,-3.1,-0.3
2013,256,Quincy Acy,SF,23,TOT,63,847,10.1,0.52,0.106,0.376,9.5,19.5,14.4,4.9,1.4,2.5,15.4,10.1,0.6,0.9,1.5,0.086,-2.5,1.4,-1.1,0.2
2012,279,Quincy Acy,PF,22,TOR,29,342,15.9,0.632,0.027,0.507,10.3,16.6,13.4,5.2,2,3.5,15.6,14.7,0.7,0.4,1.1,0.157,-0.6,1.3,0.7,0.2
2008,377,Quincy Douby,PG,24,TOT,27,300,10.2,0.486,0.418,0.173,2.3,10.2,6.2,13.6,0.9,1.2,9.9,19.8,0,0,0,0.008,-2.2,-3.7,-5.9,-0.3
2007,392,Quincy Douby,PG,23,SAC,74,876,9.7,0.495,0.364,0.155,2.3,8.7,5.6,9.8,1.7,1.1,14.2,21.3,-0.5,0.5,0,0,-2.8,-2.6,-5.4,-0.8
2006,392,Quincy Douby,PG,22,SAC,42,359,9,0.449,0.397,0.119,3.5,8.7,6,6.9,2.1,0.9,10.2,18.5,-0.3,0.3,0,-0.006,-3.4,-1.7,-5.1,-0.3
2003,397,Quincy Lewis,SF,26,MIN,14,65,4.1,0.4,0.25,0,1.9,10,6.1,4.7,1.7,2.2,13,16.7,-0.1,0.1,0,-0.018,-6.2,-0.2,-6.4,-0.1
2001,365,Quincy Lewis,SG,24,UTA,36,490,7,0.474,0.126,0.14,2.4,8.2,5.3,12.4,2.5,1.5,17.4,16.9,-0.3,0.4,0.1,0.012,-3.6,-0.4,-4.1,-0.3
2000,319,Quincy Lewis,SF,23,UTA,35,402,7.1,0.469,0.203,0.171,4.4,10,7.2,7.2,1.3,2,11.4,17.1,0,0.3,0.3,0.041,-2.5,-0.8,-3.3,-0.1
2014,468,Quincy Miller,PF,22,TOT,10,119,7.4,0.338,0.474,0.289,3.7,14.9,9.4,9.8,3,3.3,10.5,17.8,-0.2,0.2,-0.1,-0.03,-5,1.3,-3.7,-0.1
2013,403,Quincy Miller,PF,21,DEN,52,789,8.6,0.459,0.367,0.215,4.9,15.2,10.1,4.9,1.4,3,14.6,17.7,-0.7,0.7,0,0.002,-4.1,0.3,-3.8,-0.4
2012,410,Quincy Miller,PF,20,DEN,7,26,5.9,0.349,0.083,0.167,4.4,4.2,4.3,16.8,1.9,0,7.2,23.1,0,0,0,-0.051,-5.1,-3.3,-8.4,0
2014,172,Quincy Pondexter,SF-SG,26,TOT,75,1793,9.9,0.55,0.546,0.215,3.4,9,6.2,7.7,0.6,1,9.4,13.8,2.1,0.8,2.9,0.078,0.5,-1.1,-0.7,0.6
2013,346,Quincy Pondexter,SG,25,MEM,15,270,10.3,0.52,0.43,0.329,4.4,7,5.7,11,1,0.3,14.2,18,0.2,0.2,0.4,0.063,-0.7,-1.9,-2.6,0
2012,158,Quincy Pondexter,SF,24,MEM,59,1243,11,0.565,0.508,0.251,4,8.6,6.3,7.6,1.5,0.4,11.2,13.9,1.7,1.5,3.2,0.125,0.5,0.1,0.6,0.8
2011,214,Quincy Pondexter,SF,23,MEM,64,1002,9.4,0.517,0.305,0.222,6.3,8.5,7.3,4.1,1.4,0.4,10.3,13.2,0.9,0.9,1.7,0.082,-1.1,-0.8,-1.9,0
2010,294,Quincy Pondexter,SF,22,NOH,66,734,8.5,0.482,0.278,0.189,3.8,10.8,7.3,5.9,1.3,1.1,7.6,13.7,0.2,0.7,0.9,0.06,-2.8,0,-2.8,-0.1
2010,404,Quinton Ross,SF,29,NJN,36,353,3.7,0.437,0.051,0.237,3.3,6.9,5,4.3,0.5,1.3,9.7,9.5,-0.1,0.1,0,-0.007,-5.1,-0.7,-5.8,-0.3
2009,425,Quinton Ross,SF-SG,28,TOT,52,562,3,0.393,0.189,0.126,3.5,6.6,5,3,1.2,0.8,8.6,10.4,-0.4,0.3,-0.1,-0.008,-4.8,-0.4,-5.2,-0.5
2008,311,Quinton Ross,SF,27,MEM,68,1164,6.9,0.478,0.34,0.162,3,10.4,6.6,6.3,1.5,1,11.5,12.6,-0.1,0.7,0.6,0.025,-3.1,-0.5,-3.6,-0.5
2007,285,Quinton Ross,SG,26,LAC,76,1505,7.6,0.43,0.063,0.179,4.1,9.1,6.6,9.4,1.5,1.6,7.4,12,-0.3,1,0.7,0.022,-3.9,0.7,-3.2,-0.5
2006,157,Quinton Ross,SG,25,LAC,81,1700,10.5,0.508,0.026,0.23,4.3,9.1,6.7,8.1,2.2,1.5,7.3,12.2,1.4,1.8,3.2,0.09,-1.8,0.9,-0.9,0.5
2005,233,Quinton Ross,SG,24,LAC,67,1515,7.4,0.465,0.023,0.244,3,9.7,6.5,7.8,1.8,0.8,12.1,11.8,-0.2,1.7,1.6,0.05,-3.2,1.3,-1.9,0
2004,238,Quinton Ross,SG,23,LAC,78,1659,8.9,0.471,0.011,0.295,4.4,10.6,7.6,10.4,1.7,1,11.4,13.3,0.4,1.3,1.7,0.05,-2.5,0.4,-2.1,0
2005,250,Qyntel Woods,SF,24,NYK,49,1013,12.4,0.572,0.236,0.299,5.2,17.7,11.4,8,1.7,1.1,17.5,15.6,0.7,0.6,1.3,0.061,-0.7,0,-0.7,0.3
2004,421,Qyntel Woods,SF,23,MIA,3,40,7.7,0.417,0,0,6.1,11.2,8.8,0,5.3,0,14.3,16.3,-0.1,0.1,0,0.024,-6.2,0,-6.3,0
2003,432,Qyntel Woods,SF,22,POR,62,673,9.4,0.425,0.122,0.253,8.2,15.8,12,11.5,1.7,1.6,16.5,22.2,-0.7,0.5,-0.2,-0.012,-4.3,-1.1,-5.3,-0.6
2002,338,Qyntel Woods,PF,21,POR,53,334,11.2,0.505,0.076,0.169,5.4,13.7,9.6,6.2,2.4,0.2,15.4,20.7,-0.1,0.4,0.2,0.034,-3.6,-1.4,-5,-0.3
2007,303,Raef LaFrentz,C,31,POR,39,291,10.4,0.469,0.066,0.311,11.4,15.7,13.6,3.2,2.3,4.5,12.6,12.9,0.1,0.4,0.5,0.085,-3.4,2.7,-0.7,0.1
2006,356,Raef LaFrentz,PF,30,POR,27,352,8.7,0.441,0.225,0.255,8.7,16.2,12.4,3.7,1.1,2.5,10.3,16.8,-0.1,0.2,0.2,0.021,-3.4,-1.1,-4.5,-0.2
2005,109,Raef LaFrentz,PF,29,BOS,82,2033,12,0.546,0.518,0.136,4.9,19.1,12.2,9,0.7,2.7,10,14.7,2.2,2,4.3,0.101,0,0.3,0.3,1.2
2004,39,Raef LaFrentz,PF,28,BOS,80,2196,17.3,0.587,0.327,0.215,8.4,20.8,14.7,7.3,1,3.4,8.5,16.9,4.9,2.6,7.5,0.165,1.9,0.6,2.5,2.5
2003,271,Raef LaFrentz,C,27,BOS,17,328,16.8,0.509,0.323,0.105,10.7,16.8,13.8,13.4,1.3,3.1,7.8,19.5,0.6,0.3,0.9,0.137,1.4,0.1,1.5,0.3
2002,73,Raef LaFrentz,C,26,DAL,69,1611,16.5,0.578,0.226,0.171,8.5,14,11.3,5.3,1.1,4.2,7.7,16.9,3.8,2,5.8,0.173,1.6,1.1,2.7,1.9
2001,57,Raef LaFrentz,C,25,TOT,78,2455,17.9,0.533,0.291,0.164,7.9,19.1,13.3,6.2,1.2,6.3,8.7,19.8,3.6,2.7,6.4,0.125,0.7,1.9,2.6,2.8
2000,58,Raef LaFrentz,C,24,DEN,78,2457,17.6,0.544,0.171,0.323,7.6,19.4,13.4,7.3,0.8,5.8,9.5,18.6,4.3,2.5,6.8,0.132,0.2,1.8,2,2.5
2006,363,Rafael Araujo,C,26,UTA,28,248,8.3,0.463,0,0.446,10.8,21.5,16.2,6.1,1.3,0.7,17.9,17.1,-0.1,0.3,0.1,0.027,-4.5,-0.7,-5.2,-0.2
2005,456,Rafael Araujo,C,25,TOR,52,601,4.5,0.385,0.007,0.193,8.4,21.5,14.6,3.7,2.1,0.8,21.1,15.3,-1.2,0.4,-0.8,-0.066,-6.9,-0.6,-7.5,-0.8
2004,331,Rafael Araujo,C,24,TOR,59,736,7.1,0.492,0.017,0.314,8.9,19.7,14.2,3.4,1.5,0.8,20.7,15.6,-0.4,0.7,0.3,0.016,-5.2,-0.7,-5.9,-0.7
2009,438,Rafer Alston,PG,33,TOT,52,1421,8.2,0.443,0.377,0.182,1,9.7,5.3,20.2,1.9,0.5,16.5,18.8,-1.6,1.2,-0.4,-0.013,-2.9,-0.8,-3.7,-0.6
2008,82,Rafer Alston,PG,32,TOT,77,2447,13.8,0.494,0.404,0.254,1.6,8.8,5.3,27,2.3,0.3,13.3,19.9,1.7,3.7,5.3,0.104,0.4,0.6,1,1.9
2007,91,Rafer Alston,PG,31,HOU,74,2526,13.2,0.492,0.44,0.148,1.3,10.2,5.8,25.2,2.1,0.5,14,20.7,1,4,5,0.095,0.2,0.7,1,1.9
2006,50,Rafer Alston,PG,30,HOU,82,3040,12.9,0.496,0.519,0.174,1.1,9.5,5.3,24.1,2.2,0.3,13.4,19.4,1.7,4.9,6.6,0.104,0.4,0.9,1.3,2.5
2005,149,Rafer Alston,PG,29,HOU,63,2431,12.6,0.475,0.423,0.194,1.8,10.4,6.1,30.8,2.3,0.5,16.4,18.8,0.2,3.1,3.4,0.067,0.1,0.7,0.8,1.7
2004,71,Rafer Alston,PG,28,TOR,80,2717,16.5,0.522,0.399,0.265,1.7,10.1,5.8,31.7,2.2,0.2,13.5,21.2,3.8,1.7,5.5,0.098,2.6,-1.2,1.5,2.4
2003,71,Rafer Alston,PG,27,MIA,82,2581,13.7,0.509,0.568,0.175,1.2,9.1,5.1,24.9,2.4,0.6,13.5,17.3,3.1,2.8,5.9,0.11,1.6,-0.4,1.2,2.1
2002,241,Rafer Alston,PG,26,TOR,47,980,14.4,0.51,0.388,0.161,2.3,10.4,6.2,34,2.1,1.1,19.3,20.7,0.7,0.5,1.2,0.059,0.6,-2.1,-1.5,0.1
2001,280,Rafer Alston,PG,25,MIL,50,600,13.9,0.434,0.372,0.152,2,11.4,6.9,36.4,2.8,0.2,16.4,19,0.3,0.5,0.7,0.059,-1.1,-2.1,-3.3,-0.2
2000,314,Rafer Alston,PG,24,MIL,37,288,12.1,0.429,0.357,0.155,1.6,10.6,6.1,34.6,2.4,0,18.2,17.2,0.1,0.2,0.3,0.055,-1.8,-2.7,-4.5,-0.2
2011,259,Raja Bell,SG,35,UTA,34,796,8.3,0.586,0.5,0.144,0.9,6.3,3.5,7,0.9,0.2,10.2,11.6,1,0.1,1.1,0.069,0.5,-1.6,-1.1,0.2
2010,237,Raja Bell,SG,34,UTA,68,2097,8.2,0.528,0.413,0.218,1.8,8.4,5.1,8.3,1.4,0.5,11,12.6,1.2,0.5,1.7,0.04,-0.8,-1.1,-1.9,0.1
2009,327,Raja Bell,SG,33,TOT,6,180,13.8,0.57,0.443,0.049,3.4,11.8,7.6,12.3,1.2,0.9,7.4,17.3,0.3,0.2,0.5,0.131,0.9,-1,-0.1,0.1
2008,148,Raja Bell,SG,32,TOT,67,2315,10.7,0.548,0.396,0.149,2.2,10.5,6.4,10.1,1.1,0.3,10.6,16.3,2,1.6,3.6,0.074,0.2,-0.6,-0.4,0.9
2007,106,Raja Bell,SG,31,PHO,75,2646,10.5,0.561,0.583,0.121,2.2,9,5.9,8.6,1,0.7,7.6,14.5,3,1.5,4.5,0.082,1.7,-0.4,1.3,2.2
2006,70,Raja Bell,SG,30,PHO,78,2917,12,0.562,0.522,0.16,2,7.7,5,9.5,0.9,0.5,7.5,17,4.2,1.6,5.8,0.095,2.3,-0.5,1.8,2.8
2005,54,Raja Bell,SG,29,PHO,79,2959,12.9,0.584,0.48,0.157,1.7,7.7,4.7,9.8,1.3,0.5,8.2,16.4,4.7,2.1,6.8,0.11,2.1,-0.3,1.8,2.8
2004,202,Raja Bell,SG,28,UTA,63,1790,12.2,0.527,0.201,0.225,3.2,10.9,7,9.3,1.3,0.4,9.7,20.9,1.6,0.6,2.2,0.06,0,-2.1,-2.1,0
2003,134,Raja Bell,SG,27,UTA,82,2020,12.7,0.5,0.206,0.308,3.6,11.3,7.4,10.2,1.7,0.5,10.8,23.6,2.2,1.5,3.7,0.088,-0.3,-2.2,-2.5,-0.3
2002,216,Raja Bell,SG,26,DAL,75,1173,7.9,0.509,0.242,0.161,4.4,9.2,6.8,6.8,2.3,0.5,16,10.4,0.5,1.2,1.7,0.069,-1.7,1.2,-0.5,0.5
2001,255,Raja Bell,SG,25,PHI,74,890,8.6,0.486,0.183,0.2,4,10.1,7.1,13.4,1.3,0.3,15.5,15.9,0.1,1,1.1,0.059,-2.9,-0.8,-3.7,-0.4
2000,397,Raja Bell,SG,24,PHI,5,30,-0.6,0.357,0.429,0,0,3.7,1.9,0,1.8,0,22.2,13.6,-0.1,0,-0.1,-0.091,-7.7,-1.4,-9.1,-0.1
2014,261,Rajon Rondo,PG,28,TOT,68,2018,13.5,0.448,0.133,0.121,3.9,16.4,10.1,39.3,2.3,0.3,23.6,19.5,-0.7,2.3,1.6,0.037,-1.6,1.1,-0.5,0.8
2013,287,Rajon Rondo,PG,27,BOS,30,998,15.3,0.461,0.257,0.191,2.4,16.6,9.3,47.7,2.1,0.2,20.7,21.3,0.2,1,1.1,0.054,0.2,-0.2,0,0.5
2012,160,Rajon Rondo,PG,26,BOS,38,1423,18.1,0.516,0.108,0.2,3.7,13.6,8.8,49.3,2.6,0.5,22.6,21.7,1.2,2,3.2,0.108,1.1,0.7,1.8,1.3
2011,63,Rajon Rondo,PG,25,BOS,53,1957,17.5,0.483,0.073,0.316,3.9,11.2,7.7,52.5,2.6,0.1,22.8,20.7,1.5,3.4,4.9,0.121,0.6,0.7,1.3,1.6
2010,56,Rajon Rondo,PG,24,BOS,68,2527,17.1,0.495,0.064,0.197,4.5,9.7,7.2,47.1,3.2,0.3,24.3,18.3,1.8,4.8,6.6,0.126,0.3,1.7,2,2.5
2009,19,Rajon Rondo,PG,23,BOS,81,2963,19.1,0.54,0.088,0.312,4.3,10.5,7.5,43.7,3.3,0.3,19.3,20.2,4.9,4.7,9.6,0.156,2.2,1.3,3.5,4.1
2008,14,Rajon Rondo,PG,22,BOS,80,2642,18.8,0.543,0.063,0.353,4.8,13.9,9.6,39.7,3,0.3,19.2,19.2,4.8,5.1,9.9,0.179,2,2.5,4.5,4.3
2007,54,Rajon Rondo,PG,21,BOS,77,2306,15.6,0.515,0.027,0.245,4.3,11.9,8.3,28.2,3,0.5,15.7,18.9,2.3,4.9,7.2,0.15,-0.1,2.7,2.6,2.7
2006,200,Rajon Rondo,PG,20,BOS,78,1831,13.1,0.472,0.064,0.409,4.7,14.6,9.5,26.3,3.6,0.3,20.5,16.5,-0.1,2.6,2.4,0.064,-1.5,2,0.4,1.1
2014,307,Ramon Sessions,PG,28,TOT,64,1188,11.1,0.49,0.18,0.518,2.3,11.2,6.9,23,1.2,0,17.3,18.7,0.4,0.7,1.1,0.044,-2.3,-1.6,-3.9,-0.6
2013,115,Ramon Sessions,PG,27,TOT,83,2214,16,0.539,0.161,0.525,1.9,8.6,5.2,25.7,1.2,0.3,13.5,22.7,3.1,1.2,4.3,0.094,0.1,-2.3,-2.2,-0.1
2012,174,Ramon Sessions,SG,26,CHA,61,1652,17.7,0.529,0.158,0.513,1.8,10.1,5.9,25.5,1.5,0.3,11.2,25.7,2.9,0,2.9,0.084,1.4,-3.5,-2.1,0
2011,107,Ramon Sessions,PG,25,TOT,64,1707,16.7,0.535,0.172,0.439,2.2,12,7.1,35.5,1.4,0.1,17.3,21.6,2.9,0.8,3.7,0.104,1,-2,-1,0.4
2010,112,Ramon Sessions,PG,24,CLE,81,2133,19,0.559,0.019,0.545,2.4,11.6,6.9,35,1.5,0.3,15.6,24.2,3.8,0.6,4.4,0.099,1.3,-1.9,-0.6,0.8
2009,278,Ramon Sessions,PG,23,MIN,82,1732,12.9,0.513,0.027,0.42,3.7,10.3,6.9,23.3,1.6,0.2,17.2,19.9,0.5,0.6,1.1,0.031,-1.9,-1.5,-3.4,-0.6
2008,76,Ramon Sessions,PG,22,MIL,79,2173,17.6,0.525,0.044,0.457,3.3,11.7,7.3,34.6,2,0.3,14,22.4,3.5,2.1,5.6,0.123,1.1,-0.3,0.8,1.5
2007,286,Ramon Sessions,PG,21,MIL,17,450,16.2,0.507,0.06,0.35,2,13.6,7.6,43.5,2,0.5,21,17.1,0.5,0.2,0.7,0.077,-0.9,-2.1,-3.1,-0.1
2009,347,Randolph Morris,PF,24,ATL,28,124,14.6,0.586,0,0.659,9.3,26.6,17.9,2.6,2.1,1.8,18.5,24.1,0.1,0.2,0.3,0.108,-4.5,-2.1,-6.6,-0.1
2008,387,Randolph Morris,C,23,ATL,23,89,1.8,0.48,0,0.235,5.3,21,13.2,3.3,1.2,0.9,27.2,13.6,-0.1,0.1,0,-0.013,-8,-0.5,-8.5,-0.1
2007,432,Randolph Morris,C,22,NYK,18,181,4.3,0.396,0,0.5,7.3,16.2,11.6,1.8,1.2,0.9,11.3,19.8,-0.3,0.1,-0.2,-0.061,-7.7,-3.1,-10.8,-0.4
2006,425,Randolph Morris,C,21,NYK,5,44,1.5,0.231,0,1,2.7,21.4,12.2,3.2,2.4,1.8,18.8,11,-0.1,0.1,-0.1,-0.083,-9.6,1.6,-8,-0.1
2002,321,Randy Brown,PG,34,PHO,32,262,7.2,0.425,0,0.279,1.3,10,5.6,19.2,3.4,0.6,26,11.2,-0.2,0.4,0.2,0.031,-5,1.4,-3.6,-0.1
2001,376,Randy Brown,PG,33,BOS,1,6,8.6,0,0,0,0,0,0,46.4,0,13,0,7.6,0,0,0,0.025,-12.5,-4.3,-16.8,0
2000,263,Randy Brown,PG,32,BOS,54,1238,8.2,0.438,0.013,0.169,2.1,7.5,4.7,20.1,2.6,0.6,18,11.4,-0.1,1,0.9,0.034,-3.8,-0.1,-3.9,-0.6
2014,311,Randy Foye,SG,31,DEN,50,1087,11,0.51,0.654,0.137,0.9,7.8,4.2,17,1.6,0.8,12.3,19.3,0.6,0.4,1,0.045,0.7,-1.8,-1.1,0.2
2013,100,Randy Foye,SG,30,DEN,81,2485,13.3,0.558,0.569,0.211,1.6,8.5,5,17.7,1.3,1.2,13.2,18.8,3.3,1.3,4.6,0.089,1.9,-1,0.9,1.8
2012,141,Randy Foye,SG,29,UTA,82,2249,11.7,0.55,0.588,0.195,0.9,5.8,3.3,11.7,1.5,0.9,10.3,18.1,2.8,0.9,3.7,0.08,1.7,-2.1,-0.3,0.9
2011,129,Randy Foye,SG,28,LAC,65,1682,13.5,0.522,0.511,0.132,1.7,8.1,4.9,14.2,1.5,1.2,9.7,20.7,2.4,0.8,3.2,0.092,1.4,-1.7,-0.3,0.7
2010,240,Randy Foye,SG,27,LAC,63,1551,11.4,0.516,0.409,0.281,1,6.7,3.9,17.5,1.6,1.1,13.7,19.9,0.9,0.8,1.7,0.051,-0.8,-1.8,-2.6,-0.2
2009,207,Randy Foye,PG,26,WAS,70,1667,13.2,0.516,0.294,0.234,1.1,8,4.5,22.6,1,0.5,12.1,21.1,1.6,0.7,2.2,0.064,0.1,-2.6,-2.5,-0.2
2008,168,Randy Foye,SG,25,MIN,70,2494,13.7,0.517,0.314,0.277,1.5,8.8,5,20.5,1.5,0.8,12,22.6,2,1.1,3.1,0.059,0.9,-1.3,-0.4,1
2007,250,Randy Foye,PG,24,MIN,39,1259,12.7,0.52,0.32,0.141,1.2,10.9,5.9,20.9,1.5,0.2,13.9,20.4,0.7,0.4,1.1,0.042,0.2,-1.7,-1.4,0.2
2006,204,Randy Foye,PG,23,MIN,82,1879,14,0.536,0.268,0.278,3.2,10.5,6.9,20.9,1.5,0.9,16.4,22.9,1,1.3,2.3,0.058,-0.3,-1.3,-1.6,0.2
2005,403,Randy Holcomb,SF,26,CHI,4,11,8.2,1,0,0,10.5,0,5.2,0,0,0,0,4.1,0,0,0,0.15,0.7,-2.5,-1.8,0
2006,420,Randy Livingston,PG,31,SEA,4,26,-1.2,0,0,0,4.6,0,2.3,20,0,0,25,7,-0.1,0,-0.1,-0.116,-8.1,-3.6,-11.8,-0.1
2005,407,Randy Livingston,PG,30,CHI,5,22,-3,0,0,0,5.2,15.6,10.4,6,2.3,0,33.3,6.2,-0.1,0,0,-0.045,-9,3.6,-5.3,0
2004,328,Randy Livingston,PG,29,UTA,17,227,13.3,0.538,0.154,0.327,1.6,5.1,3.3,32.1,2.9,0.7,19.1,14.9,0.3,0.1,0.4,0.092,-0.9,-2.8,-3.7,-0.1
2003,415,Randy Livingston,PG,28,LAC,4,48,1.7,0.316,0.3,0.6,4.7,12,8.3,12.4,2.2,0,24,15.4,-0.1,0,-0.1,-0.11,-6.2,-1.5,-7.7,-0.1
2002,346,Randy Livingston,PG,27,NOH,2,12,19.6,0.615,0,0.5,0,0,0,14.7,0,0,0,18.5,0.1,0,0.1,0.239,-0.2,-8.1,-8.2,0
2001,343,Randy Livingston,PG,26,SEA,13,176,12,0.348,0.148,0.204,6.2,10.5,8.4,21,2.8,0.9,3.3,16.1,0.1,0.2,0.2,0.065,-1.9,0.1,-1.8,0
2000,382,Randy Livingston,PG,25,GSW,2,7,-3.7,0,0.5,0,0,16.5,7.6,19.2,0,0,0,12.1,0,0,0,-0.222,-10.8,-3.5,-14.3,0
2008,308,Rashad McCants,SG,24,TOT,58,1101,13,0.504,0.387,0.289,2.2,9.7,5.8,10.7,2.2,1,10.4,25.1,0,0.5,0.6,0.025,-0.9,-2.6,-3.5,-0.4
2007,221,Rashad McCants,SG,23,MIN,75,2020,14.6,0.55,0.37,0.164,2.8,9.2,5.9,14.1,1.7,0.7,14.5,26.4,0.9,0.8,1.7,0.04,1.4,-2.4,-1.1,0.5
2006,453,Rashad McCants,SG,22,MIN,37,554,7.2,0.454,0.424,0.328,3.1,6.9,5.1,10.8,2.5,1,16.5,20.3,-0.7,0.5,-0.3,-0.023,-3.4,-1,-4.4,-0.3
2005,232,Rashad McCants,SG,21,MIN,79,1362,12.6,0.539,0.336,0.198,2.6,9.8,6.3,8.4,1.7,1.2,12.9,23.3,0.2,1.4,1.6,0.058,-1.1,-1.8,-2.9,-0.3
